phases,max energy gap,n compositions
Ba La Nb O Ti,5.1,2
Ba La Nb O Zr,5.2,1
La Nb O Sr Ti,4.0,1
O Pr Sr Ta Ti,4.1,1
La O Sr Ta Ti,3.9,2
Ba Cu Li O Y,3.0,1
Ho O V,4.8,3
As D0+ O Tl,5.1,1
As H O Tl,5.1,2
F K Sm,6.5,4
Lu O Zr,5.1,2
Bi Ca O P,4.3,1
Ca Lu O P,4.4,1
Ca Er O P,4.3,1
Ca Ho O P,4.4,1
Ca O P Yb,4.6,2
Ca Dy O P,4.4,1
Ca O P Tm,4.3,1
Ca O P Tb,4.4,1
Ca Nd O P,4.6,2
Ca Gd O P,4.6,2
Ca O P Pr,4.4,1
Ca Eu O P,4.7,2
Ca O P Sm,4.6,2
K O Rb V Y,4.4,1
K O Rb Tb V,4.2,1
K Lu O Rb V,4.2,1
Gd K O Rb V,4.1,1
K La O Rb V,4.3,1
K O Rb V Yb,4.1,1
K O Rb Tm V,4.3,1
K O Rb Sc V,4.9,1
Dy K O Rb V,4.6,1
Eu K O Rb V,4.5,1
K O Rb Sm V,4.9,1
Er K O Rb V,4.6,1
K Nd O Rb V,4.2,1
K O Pr Rb V,4.9,1
Cs K O V Yb,4.6,1
Cs K O Tm V,4.4,1
Cs Ho K O V,3.7,1
Cs K O Sc V,4.5,1
Cs K Lu O V,4.4,1
Cs K O Tb V,4.9,1
La Na O P,4.3,1
Na O P Tb,5.2,2
Eu Na O P,5.4,3
Ho Na O P,4.8,1
Na O P Yb,4.5,1
Ho Na O Ti,3.4,1
Ho Li O Ti,3.4,1
Dy Na O Ti,4.7,2
Li Lu O Ti,3.9,1
Lu O Tb Ti,3.1,1
Gd Lu O Ti,3.4,1
Cd S Sn Te,5.8,1
B Lu Mn,3.3,1
B Cr Yb,3.2,1
B Cr Tm,3.1,2
B Mn Yb,3.1,1
Ga La Li,4.5,1
Ga Li Pr,4.4,1
Ge Pt Sm,4.1,7
Pt Si Sm,3.9,3
Bi Dy O S,4.9,1
Bi O S Yb,4.8,1
Al Ba Nb O,4.7,1
Ba Ga Nb O,4.0,2
Al Ba O Ta,4.1,1
As Mn Zn,3.4,2
Ba Cu O Y Zr,3.8,1
Ge O Pb Zr,5.0,2
As Cd P Zn,4.5,3
B Mo Tm,3.3,1
Eu Mn O,3.8,3
C Si,4.3,12
Be Ge O Zn,4.2,1
Nb Se Zn,4.3,2
Ba Cu O Tb,3.4,1
Ba Cl Cu O Y,4.9,1
Ba Bi O Pb,5.7,7
B Ge La O,4.9,1
F Fe K O P,5.3,2
K La O V,3.8,3
La O Rb V,4.6,2
Al Lu O Y,4.8,1
K Nb O Pb,4.3,4
Mn O Sb Sr,4.8,4
Ga Gd Mn O,3.4,1
Mn O Pb Sb Sr Ti,4.8,1
Al Cr Mg O,4.2,1
Mg Mn O Ti,3.9,3
Au Si,2.8,1
Li Nb O Zr,4.0,1
Ga Li S,4.5,2
K Na O P Ti,5.2,4
Ba Cu Er O,4.6,4
Al Ba Ga O,4.5,1
H Mg N O V,3.8,1
H K Mg O V,3.9,1
H Mg O Rb V,4.1,1
Cs F K O W,5.6,1
F K O Rb W,5.3,1
F K Na O W Y,4.4,1
F Na O Rb W Y,5.5,1
Ba Cu K Nb O,4.9,1
Ba H O P S,5.0,2
Bi K Nb O,4.8,3
Li Na O V,4.5,3
Ba Li Nb O Sn,4.3,1
K Na O V,4.3,3
K O Rb V,5.4,2
Hf Na O Si,4.6,2
Cs Ga H O P,5.2,7
Al Ca H O,5.5,4
As Cd Se Zn,3.4,1
Li O Sr Ta,4.7,4
Ba Fe Ni O Sr,4.5,2
Bi Na O Pb Ti,4.0,2
Ge Li Nb O,3.9,1
Cs O P Sr,4.3,1
O P Rb Sr,5.7,3
C H N O P S Y,4.6,1
H Li O P Zn,5.3,3
Cs O P S,5.2,1
Cr Cu Gd S,3.9,1
Ca Mn O Y,6.0,4
Al Ca Gd O,3.9,2
Bi Ge O Sb,5.5,1
Nb O P Pb,5.1,1
K O Sb Si,4.5,1
Ge O Rb Sb,5.1,2
Ge K O Sb,4.5,1
B Nd O Sc,3.8,1
Ge O P Pr,5.5,2
H Nd O P S,5.1,1
Ga H O P,5.6,7
Ba Ca Cu O Y,4.6,3
In Nd S Tl,4.4,1
Hf K O P,4.6,1
Hf O P Rb,4.9,1
Cs Hf O P,4.9,1
Ca La O Ta Ti,3.6,1
Mg Na O Ti,4.3,2
H Mo O Tb,3.9,1
H La Mo O,4.0,1
Er H Mo O,4.3,1
Eu H Mo O,4.9,3
Gd H Mo O,4.1,1
Ba O Tb,4.9,2
F Mg O Rb Si,4.4,1
Cs F Mg O Si,3.5,1
F K Li Mg O Si,4.3,1
F Li Mg O Rb Si,4.1,1
Cr K La Mo O,5.1,2
Fe O Sc Y,4.5,1
Fe In O Y,4.7,2
Ce Eu Fe O,4.1,1
Eu Fe O Pr,4.1,2
H Ni,3.5,1
Cr O Yb,3.4,1
Al Cr O Yb,4.2,2
Al Cr Gd O,4.6,1
Co Cr Fe O Zn,3.4,1
Co Cr O Zn,4.0,1
Cs O P Pr,4.3,1
Bi Fe O Y,3.8,2
Co Nb O Pb,4.1,1
Mg O Pb Ta,4.2,1
Co Mg Nb O Pb,4.5,1
Mg Nb O Pb Ta,4.7,1
Ga P S Zn,4.7,1
Ba C O Pb,4.4,1
C O Pb,5.3,6
Eu Nb O Ti,3.8,1
Co Cr Te,5.5,1
Cd Ge P Sn,4.3,1
Ce Fe Nb O Pb,4.6,1
Ba Ge O Pb,5.4,2
Cd Ge O Pb,5.3,1
Cr Cu In Se,4.0,1
Ge O Pb Zn,5.3,2
H K Mn O P,5.5,11
K Li Nb O,4.8,5
K Nb O Pb Rb Sr,4.9,1
Ca Nb O Sn,4.4,1
Ba K Li Nb O,5.3,1
Ca O Sb Sn,5.0,1
Lu O Sc Y,5.1,1
Hf O Tb,3.1,1
Cu La Li O,4.9,1
Cu Li Nd O,4.1,2
Fe Mg O Sc,3.9,1
Ba O Si Zn,4.8,4
Fe H O,4.1,5
Co Fe O Ti,3.8,2
Ca O Si Sr,4.7,3
Ca Gd O Si,4.4,1
Ca Nd O Si,4.6,1
Ce H In Ni,4.1,1
Ba Ca Cu O Pr Y,3.4,1
B Ba Cu O Sr Y,4.7,1
Ge Mn Th,3.9,1
Al Cu Ga Se Te,5.5,1
Al Cu Ga Te,5.7,1
Ag Cu In S Se,4.7,1
Ag In S Se,4.6,1
Fe Ga O Y,4.3,1
Cd Co Cr In Se,4.9,1
H Nd O,5.3,2
H Ho O,4.8,2
H O Tb,4.6,1
Gd H O,3.9,2
Co Ni Th,3.9,1
Al Co Dy,3.6,2
Er Eu Fe Ga O,4.2,1
Ga Gd Nd O,4.8,1
F K Mg Mn,4.1,1
Mn Ni O,3.8,3
Cr Ge Mn O,4.2,1
Fe Ge Mn O,4.8,4
Al Ge Mn O,4.4,1
Ca Cr Ge O,4.6,1
Fe Gd Ge Mn O,4.0,1
Fe Ge Mn O Y,3.8,1
Fe Rh Se,4.5,2
Co Ge Mn Sn,2.9,1
Co Ga Mn Sn,3.1,1
S Tm Yb,4.9,1
Fe Nb Se Ta,4.4,1
Co Pr Y,3.9,1
Bi Eu Fe O,4.7,2
B Co Fe Y,3.8,2
Ag Cu In Te,4.8,1
Ag Cd Cu In Te,1.5,1
Ba Cu Ni O Y,3.7,2
Ba Cu O Y Zn,4.2,2
Ba Cu Fe O Y,3.5,1
Ag Br S,3.7,1
As Mn Sb,3.2,1
Cu La O Sr V,5.0,2
Ba Ca Cu Fe O Y,3.7,1
Eu Fe O Yb,3.7,1
Eu Fe O Tm,3.5,1
Er Eu Fe O,3.7,1
Eu Fe Ho O,3.8,1
Eu Fe O Tb,4.5,1
Dy Eu Fe O,4.1,1
Eu Fe Gd O,4.4,2
Er Fe N V,3.0,1
Dy Fe N V,3.1,1
Fe N Tb V,3.1,1
Fe Gd N V,3.0,1
Fe N Sm V,3.1,2
Er Fe Si,4.0,2
Fe Ho N V,3.1,1
Fe N Pr,3.1,1
Ce Fe N,2.6,1
Cl Fe O,4.3,1
Fe Ni Th,3.5,1
Fe O Sm Y,4.0,1
Cr Fe Ni O Sn,4.4,1
Ba Cu Ga Nd O,3.8,1
Mg S Se Zn,4.3,1
Ba Ca Cu Ga Nd O,3.4,1
Ba Cu Dy Ga O,3.5,1
K Na Sb,3.7,1
La Mn O Pb,3.6,1
Mn O Pb Pr,4.2,2
Mn Nd O Pb,4.0,3
Cl Fe Rb,5.7,1
Al Ga O Y,4.8,1
Co Ga U,4.0,4
Ga Ge Mn,3.4,1
C Er Fe Y,2.9,1
Cu Ni Si U,3.1,1
Bi O Si Ti,5.3,1
Al La Mg O,4.4,1
Al Dy Fe H,3.5,1
Ge Mn Pb,3.9,1
Ag Ce Cu Sb,3.5,1
Ce Cu Sb,5.4,5
La Rh Sb,3.2,1
Gd La Te,3.5,1
Cr Se Te,4.0,4
Ag Ga Ho,3.5,4
C Dy Re,3.2,1
C Ho Re,3.7,2
Ag Dy Ga,4.0,2
Co Si Th,3.9,5
Au Ce Ge,4.2,4
Co D0+ O,3.0,1
Co H N O,5.5,16
In Ni U,3.0,1
In Pd U,2.8,1
As Cr S,4.1,1
Al Pt Yb,2.9,2
C Fe Nd Si,3.1,2
C Fe Si Y,3.5,1
C Ce Fe Si,2.9,1
Er Fe H,3.8,1
Fe H Tm,3.1,1
Fe H Tb,4.1,3
Ce Fe H,3.0,1
Fe H Y,4.2,2
Fe H Th,3.0,1
D0+ Fe Gd,3.0,1
Fe H Sm,3.2,1
Fe H Pr,3.0,1
Er Ge Pd,3.4,2
Fe H Ho,3.1,1
Fe N Pr Ti,3.1,1
La Mo Se,3.4,1
Dy Ni Si,4.2,7
Pd Si Y,3.6,2
Co Cu Si U,3.0,1
Co Cu Ge U,2.6,1
Co Ni Si U,3.6,2
Ni Sn U,3.5,2
Np Sn,3.2,1
Ge Mn Nd Sm,3.5,1
Ge Ho Mn,4.1,2
As Fe Mn P,4.1,1
Al Np,3.3,2
Co Ni Sn Ti,3.2,1
Ce Ni Sn Y,3.9,1
Cd Cr Cu Se,4.1,1
Cu Fe Gd O,4.6,1
Cd Fe Gd O,3.9,1
Cd Cu Fe Gd O,4.0,1
Ni Si U,4.1,5
Ge Ru U,3.5,1
Ge Ni U,3.4,1
Ge Pd U,3.7,1
Pd Si U,3.7,1
As P Yb,3.7,1
C Fe Mn N,4.4,2
Ge Nd Ni Tb,3.3,1
Al Fe Na O,4.6,3
F Fe Mn Na,5.6,1
Ba Ca F Fe Mn,4.8,1
Np O S,4.9,2
Np O Se,5.2,4
Ir Li Mg O,3.9,1
Fe Sm,3.2,1
Fe O Tb Y,4.1,1
B Co Nd Tb,3.4,1
Cd Cr Fe S,3.1,1
Ba Cu Eu Gd O,4.5,1
Fe Mn O Sr,4.5,6
Ba Fe Mn O,3.9,5
Ba Fe O Zn,4.1,1
La Mn Ni O,4.5,4
Al Ge U,3.6,2
Ga Ge U,4.0,2
B Ce Rh Ru,3.4,1
B Ce Os Rh,3.2,1
Pd Sn Tb,3.3,3
Er Pd Sn,3.3,2
Ho Pd Sn,2.8,2
Lu Pd Sn,2.9,1
Pd Sn Tm,3.4,2
Pd Sn Yb,3.8,4
Fe Sc Ti,3.3,1
F Fe H O Zn,4.3,1
Fe O Sr Zn,4.6,2
Dy Ge Se,4.9,1
Ge Se Tb,4.0,1
Gd Ge Se,3.6,1
Ge Se Sm,3.5,1
Ge Nd Se,4.4,1
Ag S Si Sm,3.6,1
Ag Ce S Si,4.3,2
Cu Er Ge S,3.8,1
Cu Dy Ge S,3.5,1
Cu Ge S Tb,3.8,1
Cu Ge Pr S,4.0,1
Cu Gd Ge S,3.9,1
Ce Cu Ge S,4.4,1
Ag Ge Pr S,4.4,2
Cu Ge Nd S,4.2,1
Ag Ce Ge S,4.1,2
Ag Nd Se Si,3.8,1
Ag Pr Se Si,4.1,1
Cu Ge Nd Se,4.1,1
Ag Ce Se Si,3.9,1
Cu Ge Se Sm,4.4,1
Cu Ge Pr Se,3.8,1
Ce Cu Ge Se,3.9,1
Ca La S,5.1,1
Ce Pr S,4.8,1
Ba La S,5.1,1
Pr S Sr,4.8,1
Ce La S,5.0,1
Ba Pr S,5.0,1
Ce S Sr,4.9,1
La S Sr,5.1,1
Ba Ce S,5.0,1
Ce Nd S,4.9,1
Ca Pr S,5.0,1
Ce Gd S,5.1,2
Ce S Y,4.6,3
Li Nb O Zn,3.9,4
Li Nb O Ti Zn,2.9,1
Cl Cs Nb O,5.9,2
Cl H N Nb O,5.0,1
Cl Nb O Rb,5.8,2
H K O S Zn,5.4,3
Cl Cs H O Ti,5.7,2
Cl H O Rb Ti,5.8,1
Ba C Cl O,6.2,1
F H K Mo O,6.1,1
Cl O Rb W,6.0,1
Cl Cs O W,6.0,1
Ga O Se,5.5,2
Al O Se,5.6,1
Ce F Se Sr,5.6,1
K O Ta W,4.5,3
Ca Ce F Se,4.4,1
Co D0+ O S,4.5,2
C H O Sr,5.2,4
Ca Cu F,5.9,1
Cu F Sr,6.0,2
Al Ca Eu O,4.1,1
F In Na,5.3,1
Al Ca O Sm,4.4,2
Al Ca O Pr,4.2,2
Al Ca La O,4.7,2
F In K,6.4,3
Ca Ce F Na,4.8,1
Ba Ce F K,4.9,1
Ba Ce F Na,4.4,1
Ce F K Pb,5.3,1
Ca Ce F K,5.6,1
H Mo O Zn,5.0,2
Nb O Pb Zn,4.9,3
D0+ N O S V,3.8,1
Co H N O S,5.4,9
H Mg N O S,5.1,1
H N O S V,5.5,7
Li O Tm,4.6,1
Li Lu O,4.8,1
Bi O Rb,5.1,1
Mn O Ti V,4.6,1
Cr Mn O Ti,4.8,1
B K,2.4,1
Ce F O Th,4.0,1
Cd Cr O,5.0,3
Ce F O Pr,5.6,1
Ba Ce F O,4.9,1
H N Ni O P,5.1,9
D0+ Fe N O P,4.7,2
H Mg N O P,5.0,8
Ag Nd Se,4.1,1
Ce Cu Se,5.2,1
Cu Lu Se,3.2,1
Ga O Pr,5.2,3
Al Ga O Pr,4.4,2
Al Dy Ga O,4.7,1
Al Ga Nd O,4.7,2
Al Eu Ga O,4.7,1
Eu Ga O,5.1,2
Al Ga Gd O,4.8,1
Al Ga O Sm,4.6,1
Al O Pr,4.5,3
Al Ga La O,4.0,1
Gd Pb Se,4.4,1
Lu Pb S,3.6,1
Pb Se Yb,4.3,1
Pb S Tm,3.6,1
Ca Er Te,1.6,1
Ca Te Y,1.9,1
Ca Lu Te,2.4,1
Ca Ho Te,2.2,1
Ba Eu S,4.6,1
Cd Cr H N O,5.5,3
Al F Li Mg,6.4,1
F Li Mg V,6.2,1
F Ga Li Mg,6.4,1
Co O Sn,5.1,2
Ca La O,4.3,1
Co Mg O Sn,3.4,1
Cl F H N Sb,6.1,2
Cl F H Na O Sb,5.4,1
H Na O P Sr,5.4,3
F H K Nb O,7.3,3
Fe H O P,5.5,27
As H In O,4.6,2
Al As H O,4.8,2
H In O P,5.6,7
As C Ca O P,4.9,1
C Ca O P,4.8,2
As Ca H O P,4.3,1
As C Ca O,5.2,1
As Ca H O,5.5,10
C H K Mo O,5.0,4
K Si,4.2,4
Br Cs Mo O,5.6,3
Cr H O S,5.3,5
Ga Mn O,4.9,1
Cl Cs Mo O,5.2,2
Co O S,4.8,2
Mn O S,4.6,3
Al Fe Mn O Si,4.7,2
H O Pr,4.3,1
H La O,3.3,2
Ce H O,4.2,1
Ge O Th,5.2,3
O Ta U,5.1,5
Ba Fe Nd O,4.2,4
Ba Fe O Pr,3.8,2
Al Ce S,4.2,1
Al Nd S,3.7,1
Al Pr S,3.7,1
B Fe Ni O,3.7,1
B Fe Mg O,3.7,2
B Co Fe O,3.7,1
Pb S Si,4.8,1
O Rb S Tl,5.1,1
As H Na O S,4.9,3
H N O S Tl,5.1,2
K O S Tl,5.0,1
H O Si U,4.4,1
Al Mg Nd O,5.2,1
Cl Ni O,4.6,1
Al Ba Ca O,4.7,1
Al Na O Sm,4.4,1
Al Mg Na O,4.7,2
Hf O,4.2,1
Hf O Zr,4.6,1
Cr Fe O W,4.3,1
Al Ba H O,5.4,6
Na O Sr Ta,4.2,4
Ba Na O Ta,4.6,3
Ba Na Nb O Ta,4.2,1
O Pb Sr Ti,3.7,2
Al Mg O Ti,3.7,1
Ba Ca O Si,4.4,4
Al Cr Fe O Zn,3.5,1
Al Cr Fe Ni O Zn,3.2,1
Mg O Pb Ta Ti Zr,4.8,1
Cr Fe O Sr,3.8,4
Al Cr O Sr,3.7,1
Mg O Pb Ta Ti,4.6,2
O Ta Y Zr,3.9,1
Nb O Y Zr,4.1,2
In O Ta Ti Zr,3.7,1
Al Fe O Sr,3.8,2
Al N O Si,5.0,3
Ca Cu Na O,3.7,1
Al N O Si Sm,4.5,2
Ca Cu O Sr Y,4.1,2
O Pb Zr,5.1,3
O P Sr Zr,5.2,2
Ba O Sr Ta,5.7,3
Ba Nb O Sr Ta,4.7,1
Ba Ca O Ti,4.1,2
Al Eu N O,4.4,3
Hf O Y Zr,3.3,1
Ba Nb O Pb,4.6,2
Fe Nb O Pb Zn,4.3,1
Ir Sc Si,4.6,4
Ir Si Y,4.3,4
Ir Lu Si,3.7,3
Lu Rh Si,3.2,2
Ge Ir Y,4.4,4
Fe H K O S,5.0,10
Cr Fe S Se,4.5,1
Ge Ir Lu,3.4,2
Li Nb S,3.4,1
Cu Mo S Se,3.7,1
Er Pd Sn Y,2.8,1
Si,4.2,7
I Li Mo Se,3.7,1
C Ce Ru Si,3.7,1
B Ce Rh Si,3.2,1
B Gd Rh,3.2,1
Ba Mo S,4.3,2
Mo Pb S,4.4,1
Ga La Lu O,4.6,1
B Ce Ir Rh,3.7,1
Ga Mg Se,3.0,1
O Ti Tl,4.3,1
C H Ni O,5.3,3
C Co H O,4.8,5
C H O Zn,5.3,4
Ag I K,5.3,2
As Ca Na O,4.7,2
Ag I K Rb,4.8,1
Er La Se,4.1,1
F O Pr,5.0,2
K O Pb,5.8,8
F La O,5.9,3
Cd K O Pb,3.0,1
O Pb Ta W,3.3,1
H N O V,5.3,9
O Pb Ta Ti,5.1,1
Co Ni O V,3.5,1
Mn O Tm,4.3,4
Fe Mn O Y,4.6,4
Co Mo O Sr,4.3,4
Co La O Sr Ta,4.9,3
Co O Sr W,4.8,2
Mo Ni O Sr,4.1,2
La Ni O Sr Ta,4.4,1
La Nb Ni O Sr,3.4,1
Co La Nb O Sr,3.8,2
Ba Fe O Sr W,5.2,3
Cu Mn Pd Sb,3.0,1
Co O Pb W,4.4,2
Co O Pb Ti W,4.4,1
F Ni Tl,5.8,2
Co S Se,4.3,2
Cl Cs Cu,4.1,3
Fe Mo O Sr,4.7,7
C Cl O,5.8,7
Cd Cl Na,5.1,1
Fe La O Sr,4.2,4
Nb Se Ti,4.5,2
Ge Li Na O,5.1,1
Cs D0+ O P,3.7,1
Ba O Pb Ti,4.1,1
Br H Lu O,5.8,2
Br H Ho O,5.8,2
Br Dy H O,5.4,1
Br H O Tb,4.1,1
Br Gd H O,5.6,3
Br Eu H O,5.5,5
Br Ce H O,5.0,1
Br H Nd O,5.6,3
Nb O Ti Y,3.7,2
Gd O Sb Ti,4.2,2
La O Ta Ti,4.1,3
Gd O Ti W,4.6,2
Gd O Ta Ti,4.3,1
O Ti W Y,5.0,2
O Sb Ti Y,4.6,1
La O Sb Ti,4.5,2
Eu F Li,5.4,1
Dy F Li,5.6,1
F Li Tb,6.0,3
Co La O Sr Ti,5.1,2
Li Mg Mn O,3.8,2
Li O Rh Sb,4.2,1
Cr Li O Sb,3.6,2
Ga Li Mn O,4.4,1
Cr Li O V,5.5,2
Cr Li O Ti,3.5,1
Al Li O Ti,3.7,1
Co Li Mn O,4.6,7
Ge Li Ni O,3.9,1
Al Li O V,4.6,2
Co Li O Ti,5.0,5
Li Mg O Ti,4.9,4
Cu Li O Ti,4.3,1
Br H O Tm,5.4,1
Li O Ti Zn,3.8,2
Li Mn O Ti,4.4,6
Br Er H O,5.7,1
Ga Ge Li O,4.4,2
Ba O Se,5.1,3
Ba Cr O,5.6,13
La O Pa,3.9,1
O Pa Y,4.1,1
Nd O Pa,3.7,1
Am Nb O,3.6,1
Dy O Ta,4.4,7
O Ta Tb,4.9,6
Am O Ta,3.9,1
Al O Pu,4.2,1
Al Am O,4.0,1
Co Li O Sb,4.2,1
Li O Sb Zn,4.3,2
H O P Pr,5.7,6
Dy H O P,5.3,6
Eu H O P,5.2,10
Gd H O P,5.0,6
Np O P,4.9,1
As O Pu,5.0,1
Am As O,5.0,1
Am Ba O Ta,4.5,1
Am Ba Nb O,4.5,1
Am Ba O Pa,4.2,1
Ba O Pu Ta,4.5,1
Ba O Pa Pu,4.2,1
Ga In Ni O,4.0,1
Ni O Ta Zn,4.6,2
Al In Ni O,4.0,1
Ni O Sn Zn,4.6,1
Ca F La Na Nb O,4.6,1
Ca F Nb O,5.3,2
F Na Nb O Sr,3.8,1
Gd Mo O Si,4.3,1
Gd O Si W,4.8,1
Ge Mo O Y,4.9,1
Ge O W Y,5.3,1
O Si W Y,4.4,1
Ge La O W,5.1,1
Gd Ge Mo O,4.3,1
Ge La Mo O,5.2,1
As Sc,5.4,5
O Tb Zr,4.8,2
Ge Lu Na O,4.4,1
Ge Na O Y,3.9,1
Lu Na O Si,5.0,3
Ge Li O Y,3.9,1
La Na O Si,4.6,3
O Tc Tl,4.7,1
Cs O Tc,4.3,2
Cl Cs O,5.0,4
C H O Pu,4.6,1
Li O Si Y,4.7,3
Cu La O Sb,5.0,2
La Ni O Sb,4.9,3
Co La O Sb,5.2,3
La Mg O Sb,5.0,1
Cr La O Sb,4.6,1
La O Rh Sb,4.9,1
Fe La O Sb,4.9,1
Ga La O Sb,4.8,2
Cr Ho O,4.8,2
Ga Gd O Sb,5.4,1
Ga O Sb Sm,5.1,1
Ga Nd O Sb,4.6,1
In La O Sb,5.1,1
Al La O Sb,4.9,1
La O Sb Sn,5.0,1
F H O Zn,5.4,2
Co F H O,5.5,1
Cu H O S,5.1,9
F Fe H O,5.3,8
F H Mn O,5.7,4
F H Ni O,5.3,1
Ca Fe Ga O,5.4,1
Eu Rh Si,2.8,1
O Rh Sb,4.5,1
Ga O Sb,5.2,1
Cd K O P,4.8,3
Co K O P,5.1,4
Li Mn O P,5.3,4
Cu La S,4.2,1
As Se U,4.1,3
Sb Se U,4.5,2
Bi Ca Fe O V,3.8,1
Br K Tl,6.0,2
As Te U,4.5,2
As S U,4.9,1
Te,6.4,3
Co Ge Na O,4.2,1
Co Na O Si,5.2,5
P Te U,4.0,1
In S Se,5.0,1
Bi Mn Ti,3.5,2
Ge Mn Si,3.7,1
F H N Zr,6.1,6
F H N O Ta,4.6,1
F H N Nb O,6.1,6
O Sn V,4.5,1
Eu O V,4.7,5
Ge Mn Ni,3.4,3
O Ta Tb Ti,4.3,1
I Rb Tc,6.2,1
La O Pb W,4.0,1
Ge O Sr Zn,4.4,2
Ba Ge O Sr Zn,4.2,1
Br Cs H N O Pt,4.9,1
Gd Na O W,3.5,1
H Na O S Sc,4.4,1
F K Tm,6.6,5
H K Li O,3.9,1
Ba Ge Mg O,4.8,1
Ba Ge Mg O Si,4.3,1
Ba Ge Mg O Si Zn,3.6,1
H Ti Zr,4.2,2
H Nb Zr,4.6,1
Cu Ni O Ta,4.4,1
Br Zr,5.7,3
F K O Pb Ta,4.6,1
C Fe N Na Ni,3.0,1
La O Pb Sb Ti,4.3,1
Bi O Pb Sb Ti,5.5,1
Bi Cd O Sb Ti,5.0,1
Eu O Pb Sb Ti,5.2,1
Nd O Pb Sb Ti,5.1,1
O Pb Pr Sb Ti,5.1,1
Na O Tb W,5.1,1
Eu Na O W,4.5,1
La Na O W,4.8,1
Lu Na O W,3.6,1
O Rh Y,4.0,1
O Pr Rh,4.1,2
Ce O Rh,3.9,1
Ca O Os,4.3,2
O Os Pr,5.0,2
Ir O Pb,5.0,2
Ca Ir O,4.5,4
O Rh Tl,4.8,1
O Rh Sm,4.7,1
O Rh Sc,4.5,1
O Pd Sm,4.8,4
Ir O Tl,4.8,1
O Pt Tl,4.9,2
Ir Lu O,4.9,1
Ho Ir O,4.7,1
Dy Ir O,4.8,1
Ir O Yb,4.6,1
Ir O Tm,4.6,1
Gd Ir O,4.8,1
O Ru Tm,4.8,1
O Ru Tl,4.7,1
Bi O Os,4.6,2
O Os Tl,4.5,1
Lu O Os,4.8,1
Er O Os,4.8,1
Dy O Os,5.0,1
O Os Yb,4.8,1
O Os Tm,4.8,1
O Os Tb,5.0,2
Lu O Ru,4.8,1
Gd O Os,5.0,3
Eu O Os,5.0,3
O Os Sm,5.0,2
Cd O Rh,4.2,2
O Rh Zn,3.6,1
Nd O Os,5.1,3
O Pd Sr,4.2,3
Mg O Pt,5.0,3
Ca O Pt,4.0,3
B O Rh,3.8,1
Na O Pt,5.0,5
Li O Rh,4.6,8
K O Pt,3.9,1
Li O Pt,4.5,2
K O Sc V,4.7,1
La Li Mo O,4.1,3
Cs Dy Mo O,5.0,2
Mo O Rb Yb,4.0,1
K Mo O Pr,5.0,3
Eu K O W,5.0,2
Li Mo Nd O,4.5,1
H O Pr W,4.4,1
H Mo O Yb,4.9,1
H Lu O W,3.9,1
H O W Yb,4.2,1
H O Tm W,4.0,1
H O W Y,4.1,1
Eu H O W,3.8,1
H Nd O W,4.0,1
Er H O W,4.1,1
H Ho O W,4.2,1
Dy H O W,3.9,1
H O Sm W,4.3,1
F Lu Zr,5.7,2
Eu O Sb Ti,4.5,2
Dy O Sb Ti,4.0,1
O Pr Sb Ti,4.9,2
Nd O Sb Ti,4.7,1
O Sb Sm Ti,4.7,1
Ce O Sb Ti,4.6,1
La O Sb Zr,3.7,1
Ce O Sb Zr,4.0,1
O Pr Sb Zr,3.7,1
O Sb Sm Zr,4.2,1
Eu O Sb Zr,3.9,1
Ho O Sb Zr,4.2,1
O Sb Tb Zr,4.3,1
Lu O Sb Zr,3.7,1
Hf La O Sb,3.9,1
Hf O Sb Sm,4.4,1
Gd Hf O Sb,4.0,1
Eu Hf O Sb,4.1,1
Hf O Sb Tb,4.2,1
Dy Hf O Sb,4.2,1
Hf Ho O Sb,4.2,1
H O P Rh,5.1,2
Ba La Mo O,4.7,1
La Mo O Pb,4.7,3
Cr Cs Mo O Yb,4.3,1
Cr Cs Mo O Tm,4.0,1
La Mo O Sr,5.1,5
Cr Cs Lu Mo O,4.4,1
Cr Cs Er Mo O,4.2,1
Cr Cs Mo Nd O,4.2,1
Cr Cs Eu Mo O,3.8,1
Cr Cs Mo O Sm,4.0,1
Cr Cs Dy Mo O,3.9,1
Cr Cs Mo O Tb,3.8,1
Cr Cs Gd Mo O,5.1,2
Ho Mo O Rb S,4.2,1
Cr Cs Mo O Pr,5.1,1
Gd Mo O Rb S,4.5,1
Eu Mo O Rb S,4.1,1
Er Mo O Rb S,5.2,1
Er Mg O Ti,4.4,1
Mg O Ti Y,4.1,2
Mg O Ti Yb,3.7,1
Mg O Tb Ti,4.7,1
Dy Mg O Ti,3.1,1
Mg O Ti Tm,3.8,1
Lu O Tl W,4.8,1
Ho Mg O Ti,4.0,1
La O Tl W,4.9,2
O Tl Tm W,4.8,1
O Tl W Yb,4.8,1
Er O Tl W,4.9,1
O Tl W Y,4.8,1
Ho O Tl W,4.9,1
Nd O Tl W,5.0,2
Dy O Tl W,4.9,1
O Tb Tl W,4.9,1
Gd O Tl W,5.1,1
Eu O Tl W,5.1,1
O Pr Tl W,4.7,2
O Sm Tl W,4.6,1
Ce O Tl W,4.7,2
C Ni Pr,3.3,2
As H Hf O,5.1,1
Ge H O P,5.3,2
As H O Zr,5.1,3
As H O Pb,5.7,4
As Ge H O,5.2,1
H O P Pb,5.5,9
Cs Dy Mo O S,4.5,1
